Country_Code;Name;Year_Week;Weekly_Tests;Weekly_Cases;Weekly_Deaths;Weekly_Hospitalizations;Weekly_ICUs;New_Hospitalizations_per_100k;New_ICUs_per_100k;Testing_Rate;Positivity_Rate;Deaths_Per_Million
ITA;Ιταλία;2022-06;4522069;463097;2104;6979,4265;;11,7023010907196;;7,58;10,24;36,0
ITA;Ιταλία;2022-07;3447950;357485;1850;5539,6429;;9,28823724771197;;5,78;10,37;31,0
ITA;Ιταλία;2022-08;2991358;286087;1477;4418,0213;;7,407630869313;;5,02;9,56;25,0
ITA;Ιταλία;2022-09;2642537;274461;1222;4078,7156;;6,83872211749931;;4,43;10,39;21,0
ITA;Ιταλία;2022-10;2780213;366412;957;4191,4819;;7,02779564925935;;4,66;13,18;16,0
ITA;Ιταλία;2022-11;3151885;503366;918;4969,7705;;8,33274064971034;;5,28;15,97;15,0
ITA;Ιταλία;2022-12;3311639;505418;948;5315,1172;;8,91177834072546;;5,55;15,26;16,0
ITA;Ιταλία;2022-13;3240001;493835;1047;5438,9587;;9,11942159435479;;5,43;15,24;18,0
ITA;Ιταλία;2022-14;4135788;448828;1010;5208,392;;8,73283374816685;;6,93;10,85;17,0
ITA;Ιταλία;2022-15;2770358;413683;1023;5012,0579;;8,40364322412035;;4,65;14,93;17,0
ITA;Ιταλία;2022-16;2521554;435497;974;4872,1069;;8,16898946595388;;4,23;17,27;16,0
ITA;Ιταλία;2022-17;2369443;359276;941;4420,035;;7,41100718238014;;3,97;15,16;16,0
ITA;Ιταλία;2022-18;2007367;294682;854;3877,3473;;6,50109081078495;;3,37;14,68;14,0
ITA;Ιταλία;2022-19;1785016;256349;732;3478,638;;5,83258082349052;;2,99;14,36;12,0
ITA;Ιταλία;2022-20;1579228;186375;616;2830,232;;4,74540801587029;;2,65;11,8;10,0
ITA;Ιταλία;2022-21;1353911;137576;485;2287,5443;;3,8354916442751;;2,27;10,16;8,0
ITA;Ιταλία;2022-22;1078784;117949;357;1990,526;;3,33748546687142;;1,81;10,93;6,0
ITA;Ιταλία;2022-23;1160749;150013;353;2088,1896;;3,50123665062789;;1,95;12,92;6,0
ITA;Ιταλία;2022-24;1232380;181717;182;1911,9923;;3,20580925725282;;2,07;14,75;3,0
LIE;Λίχτενσταϊν;2020-01;;0;0;;;;;;;0,0
LIE;Λίχτενσταϊν;2020-02;;0;0;;;;;;;0,0
LIE;Λίχτενσταϊν;2020-03;;0;0;;;;;;;0,0
LIE;Λίχτενσταϊν;2020-04;;0;0;;;;;;;0,0
LIE;Λίχτενσταϊν;2020-05;;0;0;;;;;;;0,0
LIE;Λίχτενσταϊν;2020-06;;0;0;;;;;;;0,0
LIE;Λίχτενσταϊν;2020-07;;0;0;;;;;;;0,0
LIE;Λίχτενσταϊν;2020-08;;0;0;;;;;;;0,0
LIE;Λίχτενσταϊν;2020-09;;0;0;;;;;;;0,0
LIE;Λίχτενσταϊν;2020-10;;2;0;;;;;;;0,0
LIE;Λίχτενσταϊν;2020-11;;11;0;;;;;;;0,0
LIE;Λίχτενσταϊν;2020-12;;35;0;;;;;;;0,0
LIE;Λίχτενσταϊν;2020-13;;17;0;;;;;;;0,0
LIE;Λίχτενσταϊν;2020-14;;13;1;;;;;;;26,0
LIE;Λίχτενσταϊν;2020-15;;3;0;;;;;;;0,0
LIE;Λίχτενσταϊν;2020-16;;1;0;;;;;;;0,0
LIE;Λίχτενσταϊν;2020-17;;0;0;;;;;;;0,0
LIE;Λίχτενσταϊν;2020-18;;0;0;;;;;;;0,0
LIE;Λίχτενσταϊν;2020-19;;0;0;;;;;;;0,0
LIE;Λίχτενσταϊν;2020-20;52;0;0;;;;;0,13;0;0,0
LIE;Λίχτενσταϊν;2020-21;258;0;0;;;;;0,67;0;0,0
LIE;Λίχτενσταϊν;2020-22;351;0;0;;;;;0,91;0;0,0
LIE;Λίχτενσταϊν;2020-23;315;0;0;;;;;0,81;0;0,0
LIE;Λίχτενσταϊν;2020-24;257;0;0;;;;;0,66;0;0,0
LIE;Λίχτενσταϊν;2020-25;341;0;0;;;;;0,88;0;0,0
LIE;Λίχτενσταϊν;2020-26;152;0;0;;;;;0,39;0;0,0
LIE;Λίχτενσταϊν;2020-27;414;2;0;;;;;1,07;0,48;0,0
LIE;Λίχτενσταϊν;2020-28;168;0;0;;;;;0,43;0;0,0
LIE;Λίχτενσταϊν;2020-29;334;2;0;;;;;0,86;0,6;0,0
LIE;Λίχτενσταϊν;2020-30;148;0;0;;;;;0,38;0;0,0
LIE;Λίχτενσταϊν;2020-31;287;2;0;;;;;0,74;0,7;0,0
LIE;Λίχτενσταϊν;2020-32;183;0;0;;;;;0,47;0;0,0
LIE;Λίχτενσταϊν;2020-33;379;8;0;;;;;0,98;2,11;0,0
LIE;Λίχτενσταϊν;2020-34;307;4;0;;;;;0,79;1,3;0,0
LIE;Λίχτενσταϊν;2020-35;538;7;0;;;;;1,39;1,3;0,0
LIE;Λίχτενσταϊν;2020-36;670;0;0;;;;;1,73;0;0,0
LIE;Λίχτενσταϊν;2020-37;738;4;0;;;;;1,9;0,54;0,0
LIE;Λίχτενσταϊν;2020-38;580;2;0;;;;;1,5;0,34;0,0
LIE;Λίχτενσταϊν;2020-39;685;4;0;;;;;1,77;0,58;0,0
LIE;Λίχτενσταϊν;2020-40;443;10;0;;;;;1,14;2,26;0,0
LIE;Λίχτενσταϊν;2020-41;527;21;0;;;;;1,36;3,98;0,0
LIE;Λίχτενσταϊν;2020-42;564;76;0;;;;;1,46;13,48;0,0
LIE;Λίχτενσταϊν;2020-43;1181;177;0;;;;;3,05;14,99;0,0
LIE;Λίχτενσταϊν;2020-44;937;196;2;;;;;2,42;20,92;51,0
LIE;Λίχτενσταϊν;2020-45;1068;199;1;;;;;2,76;18,63;26,0
LIE;Λίχτενσταϊν;2020-46;825;186;4;;;;;2,13;22,55;102,0
LIE;Λίχτενσταϊν;2020-47;879;166;5;;;;;2,27;18,89;128,0
LIE;Λίχτενσταϊν;2020-48;796;118;4;;;;;2,05;14,82;102,0
LIE;Λίχτενσταϊν;2020-49;789;127;3;;;;;2,04;16,1;77,0
LIE;Λίχτενσταϊν;2020-50;875;170;2;;;;;2,26;19,43;51,0
LIE;Λίχτενσταϊν;2020-51;1279;216;7;;;;;3,3;16,89;179,0
LIE;Λίχτενσταϊν;2020-52;1287;256;10;;;;;3,32;19,89;256,0
LIE;Λίχτενσταϊν;2020-53;909;186;4;;;;;2,35;20,46;102,0
LIE;Λίχτενσταϊν;2021-01;819;122;7;;;;;2,11;14,9;179,0
LIE;Λίχτενσταϊν;2021-02;730;50;1;;;;;1,88;6,85;26,0
LIE;Λίχτενσταϊν;2021-03;783;63;2;;;;;2,02;8,05;51,0
LIE;Λίχτενσταϊν;2021-04;867;43;0;;;;;2,24;4,96;0,0
LIE;Λίχτενσταϊν;2021-05;748;29;1;;;;;1,93;3,88;26,0
LIE;Λίχτενσταϊν;2021-06;883;14;1;;;;;2,28;1,59;26,0
LIE;Λίχτενσταϊν;2021-07;711;11;0;;;;;1,83;1,55;0,0
LIE;Λίχτενσταϊν;2021-08;809;26;0;;;;;2,09;3,21;0,0
LIE;Λίχτενσταϊν;2021-09;812;16;1;;;;;2,1;1,97;26,0
LIE;Λίχτενσταϊν;2021-10;888;20;0;;;;;2,29;2,25;0,0
LIE;Λίχτενσταϊν;2021-11;1071;20;0;;;;;2,76;1,87;0,0
LIE;Λίχτενσταϊν;2021-12;1117;32;0;;;;;2,88;2,86;0,0
LIE;Λίχτενσταϊν;2021-13;1702;33;0;;;;;4,39;1,94;0,0
LIE;Λίχτενσταϊν;2021-14;1506;57;0;;;;;3,89;3,78;0,0
LIE;Λίχτενσταϊν;2021-15;1412;69;1;;;;;3,64;4,89;26,0
LIE;Λίχτενσταϊν;2021-16;1420;62;0;;;;;3,66;4,37;0,0
LIE;Λίχτενσταϊν;2021-17;1494;61;1;;;;;3,86;4,08;26,0
LIE;Λίχτενσταϊν;2021-18;1298;28;0;;;;;3,35;2,16;0,0
LIE;Λίχτενσταϊν;2021-19;1288;16;0;;;;;3,32;1,24;0,0
LIE;Λίχτενσταϊν;2021-20;1504;10;0;;;;;3,88;0,66;0,0
LIE;Λίχτενσταϊν;2021-21;1190;13;0;;;;;3,07;1,09;0,0
LIE;Λίχτενσταϊν;2021-22;1499;9;0;;;;;3,87;0,6;0,0
LIE;Λίχτενσταϊν;2021-23;982;3;1;;;;;2,53;0,31;26,0
LIE;Λίχτενσταϊν;2021-24;860;3;0;;;;;2,22;0,35;0,0
LIE;Λίχτενσταϊν;2021-25;1027;6;0;;;;;2,65;0,58;0,0
LIE;Λίχτενσταϊν;2021-26;1241;11;0;;;;;3,2;0,89;0,0
LIE;Λίχτενσταϊν;2021-27;1363;11;0;;;;;3,52;0,81;0,0
LIE;Λίχτενσταϊν;2021-28;1356;12;0;;;;;3,5;0,88;0,0
LIE;Λίχτενσταϊν;2021-29;1401;7;0;;;;;3,62;0,5;0,0
LIE;Λίχτενσταϊν;2021-30;1003;9;0;;;;;2,59;0,9;0,0
LIE;Λίχτενσταϊν;2021-31;814;14;0;;;;;2,1;1,72;0,0
LIE;Λίχτενσταϊν;2021-32;891;60;0;;;;;2,3;6,73;0,0
LIE;Λίχτενσταϊν;2021-33;910;67;0;;;;;2,35;7,36;0,0
LIE;Λίχτενσταϊν;2021-34;1089;37;0;;;;;2,81;3,4;0,0
LIE;Λίχτενσταϊν;2021-35;1290;66;0;;;;;3,33;5,12;0,0
LIE;Λίχτενσταϊν;2021-36;1358;56;1;;;;;3,5;4,12;26,0
LIE;Λίχτενσταϊν;2021-37;1487;32;0;;;;;3,84;2,15;0,0
LIE;Λίχτενσταϊν;2021-38;1459;27;0;;;;;3,77;1,85;0,0
LIE;Λίχτενσταϊν;2021-39;1248;5;0;;;;;3,22;0,4;0,0
LIE;Λίχτενσταϊν;2021-40;1087;12;0;;;;;2,81;1,1;0,0
LIE;Λίχτενσταϊν;2021-41;948;35;0;;;;;2,45;3,69;0,0
LIE;Λίχτενσταϊν;2021-42;1194;41;1;;;;;3,08;3,43;26,0
LIE;Λίχτενσταϊν;2021-43;1068;40;0;;;;;2,76;3,75;0,0
LIE;Λίχτενσταϊν;2021-44;712;95;0;;;;;1,84;13,34;0,0
LIE;Λίχτενσταϊν;2021-45;1080;148;0;3,9685;;10,2419664575599;;2,79;13,7;0,0
LIE;Λίχτενσταϊν;2021-46;1963;392;0;2,9763;;7,68147484316989;;5,07;19,97;0,0
LIE;Λίχτενσταϊν;2021-47;2076;352;0;7,9369;;20,4839329151197;;5,36;16,96;0,0
LIE;Λίχτενσταϊν;2021-48;1759;380;2;10,9133;;28,1654077582896;;4,54;21,6;51,0
LIE;Λίχτενσταϊν;2021-49;2443;460;3;13,8896;;35,8468826014595;;6,31;18,83;77,0
LIE;Λίχτενσταϊν;2021-50;1345;270;1;13,8896;;35,8468826014595;;3,47;20,07;26,0
LIE;Λίχτενσταϊν;2021-51;1306;267;1;9,9211;;25,6049161438996;;3,37;20,44;26,0
LIE;Λίχτενσταϊν;2021-52;1168;295;0;9,9211;;25,6049161438996;;3,01;25,26;0,0
LIE;Λίχτενσταϊν;2022-01;1342;480;2;4,9606;;12,8024580719498;;3,46;35,77;51,0
LIE;Λίχτενσταϊν;2022-02;1580;549;2;0,9921;;2,56049161438996;;4,08;34,75;51,0
LIE;Λίχτενσταϊν;2022-03;1961;748;1;0,9921;;2,56049161438996;;5,06;38,14;26,0
LIE;Λίχτενσταϊν;2022-04;2223;915;0;;;;;5,74;41,16;0,0
LIE;Λίχτενσταϊν;2022-05;1868;835;0;;;;;4,82;44,7;0,0
LIE;Λίχτενσταϊν;2022-06;1695;813;2;3,9685;;10,2419664575599;;4,37;47,96;51,0
LIE;Λίχτενσταϊν;2022-07;1378;615;1;4,9606;;12,8024580719498;;3,56;44,63;26,0
LIE;Λίχτενσταϊν;2022-08;1485;696;1;3,9685;;10,2419664575599;;3,83;46,87;26,0
LIE;Λίχτενσταϊν;2022-09;1988;1194;1;3,9685;;10,2419664575599;;5,13;60,06;26,0
LIE;Λίχτενσταϊν;2022-10;2039;1036;0;3,9685;;10,2419664575599;;5,26;50,81;0,0
LIE;Λίχτενσταϊν;2022-11;2162;1221;2;4,9606;;12,8024580719498;;5,58;56,48;51,0
LIE;Λίχτενσταϊν;2022-12;1417;654;1;7,9369;;20,4839329151197;;3,66;46,15;26,0
LIE;Λίχτενσταϊν;2022-13;993;444;0;0,9921;;2,56049161438996;;2,56;44,71;0,0
LIE;Λίχτενσταϊν;2022-14;726;225;0;0,9921;;2,56049161438996;;1,87;30,99;0,0
LIE;Λίχτενσταϊν;2022-15;1071;219;0;2,9763;;7,68147484316989;;2,76;20,45;0,0
LIE;Λίχτενσταϊν;2022-16;319;101;0;;;;;0,82;31,66;0,0
LIE;Λίχτενσταϊν;2022-17;249;94;0;0,9921;;2,56049161438996;;0,64;37,75;0,0
LIE;Λίχτενσταϊν;2022-18;222;82;0;;;;;0,57;36,94;0,0
LIE;Λίχτενσταϊν;2022-19;202;66;0;0,9921;;2,56049161438996;;0,52;32,67;0,0
LIE;Λίχτενσταϊν;2022-20;176;60;0;;;;;0,45;34,09;0,0
LIE;Λίχτενσταϊν;2022-21;153;56;0;;;;;0,39;36,6;0,0
LIE;Λίχτενσταϊν;2022-22;238;96;0;0,9921;;2,56049161438996;;0,61;40,34;0,0
LIE;Λίχτενσταϊν;2022-23;225;69;1;1,9842;;5,12098322877993;;0,58;30,67;26,0
LIE;Λίχτενσταϊν;2022-24;188;78;0;1,9842;;5,12098322877993;;0,49;41,49;0,0
LTU;Λιθουανία;2020-01;;0;0;;;;;;;0,0
LTU;Λιθουανία;2020-02;;0;0;;;;;;;0,0
LTU;Λιθουανία;2020-03;;0;0;;;;;;;0,0
LTU;Λιθουανία;2020-04;;0;0;;;;;;;0,0
LTU;Λιθουανία;2020-05;;0;0;;;;;;;0,0
LTU;Λιθουανία;2020-06;;0;0;;;;;;;0,0
LTU;Λιθουανία;2020-07;;0;0;;;;;;;0,0
LTU;Λιθουανία;2020-08;47;0;0;;;;;0;0;0,0
LTU;Λιθουανία;2020-09;118;0;0;;;;;0;0;0,0
LTU;Λιθουανία;2020-10;95;0;0;;;;;0;0;0,0
LTU;Λιθουανία;2020-11;364;0;0;;;;;0,01;0;0,0
LTU;Λιθουανία;2020-12;1737;0;3;;;;;0,06;0;1,0
LTU;Λιθουανία;2020-13;7530;0;15;;;;;0,27;0;5,0
LTU;Λιθουανία;2020-14;15710;0;10;;;;;0,56;0;4,0
LTU;Λιθουανία;2020-15;15902;0;10;;;;;0,57;0;4,0
LTU;Λιθουανία;2020-16;3174;0;11;;;;;0,11;0;4,0
LTU;Λιθουανία;2020-17;40158;155;4;;;;;1,44;0,39;1,0
LTU;Λιθουανία;2020-18;35365;79;5;;;;;1,27;0,22;2,0
LTU;Λιθουανία;2020-19;41648;72;10;;;;;1,49;0,17;4,0
LTU;Λιθουανία;2020-20;43124;72;2;;;;;1,54;0,17;1,0
LTU;Λιθουανία;2020-21;37046;77;4;;;;;1,33;0,21;1,0
LTU;Λιθουανία;2020-22;34491;43;3;;;;;1,23;0,12;1,0
LTU;Λιθουανία;2020-23;30002;45;0;;;;;1,07;0,15;0,0
LTU;Λιθουανία;2020-24;28037;52;1;;;;;1;0,19;0,0
LTU;Λιθουανία;2020-25;28163;28;0;;;;;1,01;0,1;0,0
LTU;Λιθουανία;2020-26;23234;15;0;;;;;0,83;0,06;0,0
LTU;Λιθουανία;2020-27;23926;25;0;;;;;0,86;0,1;0,0
LTU;Λιθουανία;2020-28;16933;33;1;;;;;0,61;0,19;0,0
LTU;Λιθουανία;2020-29;17435;73;0;;;;;0,62;0,42;0,0
LTU;Λιθουανία;2020-30;4700;72;0;;;;;0,17;1,53;0,0
LTU;Λιθουανία;2020-31;21815;100;0;;;;;0,78;0,46;0,0
LTU;Λιθουανία;2020-32;22423;145;3;;;;;0,8;0,65;1,0
LTU;Λιθουανία;2020-33;24651;172;2;;;;;0,88;0,7;1,0
LTU;Λιθουανία;2020-34;;236;2;;;;;;;1,0
LTU;Λιθουανία;2020-35;27826;233;1;;;;;1;0,84;0,0
LTU;Λιθουανία;2020-36;25983;193;0;;;;;0,93;0,74;0,0
LTU;Λιθουανία;2020-37;28052;286;1;;;;;1;1,02;0,0
LTU;Λιθουανία;2020-38;29695;428;2;;;;;1,06;1,44;1,0
LTU;Λιθουανία;2020-39;33704;676;10;;;;;1,21;2,01;4,0
LTU;Λιθουανία;2020-40;37752;793;15;;;;;1,35;2,1;5,0
LTU;Λιθουανία;2020-41;;960;9;;;;;;;3,0
LTU;Λιθουανία;2020-42;48184;1478;34;;;;;1,72;3,07;12,0
LTU;Λιθουανία;2020-43;55103;3229;41;;;;;1,97;5,86;15,0
LTU;Λιθουανία;2020-44;63835;5590;73;;;;;2,28;8,76;26,0
LTU;Λιθουανία;2020-45;70274;9143;128;;;;;2,52;13,01;46,0
LTU;Λιθουανία;2020-46;77463;10206;181;;;;;2,77;13,18;65,0
LTU;Λιθουανία;2020-47;79124;12323;208;;;;;2,83;15,57;74,0
LTU;Λιθουανία;2020-48;81580;13115;202;;;;;2,92;16,08;72,0
LTU;Λιθουανία;2020-49;79801;14691;278;;;;;2,86;18,41;99,0
LTU;Λιθουανία;2020-50;86236;18977;308;;;;;3,09;22,01;110,0
LTU;Λιθουανία;2020-51;92154;19481;329;;;;;3,3;21,14;118,0
LTU;Λιθουανία;2020-52;72495;17880;228;;;;;2,59;24,66;82,0
LTU;Λιθουανία;2020-53;70045;15632;389;;;;;2,51;22,32;139,0
LTU;Λιθουανία;2021-01;85015;12460;229;;;;;3,04;14,66;82,0
LTU;Λιθουανία;2021-02;66944;7554;180;;;;;2,4;11,28;64,0
LTU;Λιθουανία;2021-03;61005;6404;153;;;;;2,18;10,5;55,0
LTU;Λιθουανία;2021-04;58978;5438;123;;;;;2,11;9,22;44,0
LTU;Λιθουανία;2021-05;50695;3956;86;;;;;1,81;7,8;31,0
LTU;Λιθουανία;2021-06;49089;3238;74;;;;;1,76;6,6;26,0
LTU;Λιθουανία;2021-07;43444;3252;88;;;;;1,55;7,49;31,0
LTU;Λιθουανία;2021-08;50010;3479;66;;;;;1,79;6,96;24,0
LTU;Λιθουανία;2021-09;50868;2911;83;;;;;1,82;5,72;30,0
LTU;Λιθουανία;2021-10;50603;3079;56;;;;;1,81;6,08;20,0
LTU;Λιθουανία;2021-11;55432;3469;52;;;;;1,98;6,26;19,0
LTU;Λιθουανία;2021-12;63729;4652;56;;;;;2,28;7,3;20,0
LTU;Λιθουανία;2021-13;82866;5600;65;;;;;2,97;6,76;23,0
LTU;Λιθουανία;2021-14;94954;6278;69;;;;;3,4;6,61;25,0
LTU;Λιθουανία;2021-15;121187;7014;79;;;;;4,34;5,79;28,0
LTU;Λιθουανία;2021-16;126248;7262;77;;;;;4,52;5,75;28,0
LTU;Λιθουανία;2021-17;139408;6216;50;;;;;4,99;4,46;18,0
LTU;Λιθουανία;2021-18;148319;9330;89;;;;;5,31;6,29;32,0
LTU;Λιθουανία;2021-19;138628;7083;67;;;;;4,96;5,11;24,0
LTU;Λιθουανία;2021-20;134916;4839;44;;;;;4,83;3,59;16,0
LTU;Λιθουανία;2021-21;137807;3094;44;;;;;4,93;2,25;16,0
LTU;Λιθουανία;2021-22;134733;2042;33;;;;;4,82;1,52;12,0
LTU;Λιθουανία;2021-23;119069;1190;18;;;;;4,26;1;6,0
LTU;Λιθουανία;2021-24;79076;554;8;;;;;2,83;0,7;3,0
LTU;Λιθουανία;2021-25;59545;256;5;;;;;2,13;0,43;2,0
LTU;Λιθουανία;2021-26;61139;200;5;;;;;2,19;0,33;2,0
LTU;Λιθουανία;2021-27;54490;306;1;;;;;1,95;0,56;0,0
LTU;Λιθουανία;2021-28;57883;556;6;;;;;2,07;0,96;2,0
LTU;Λιθουανία;2021-29;65412;1210;5;;;;;2,34;1,85;2,0
LTU;Λιθουανία;2021-30;87451;2108;13;;;;;3,13;2,41;5,0
LTU;Λιθουανία;2021-31;98974;3089;33;;;;;3,54;3,12;12,0
LTU;Λιθουανία;2021-32;100014;3606;54;;;;;3,58;3,61;19,0
LTU;Λιθουανία;2021-33;96847;3981;53;;;;;3,47;4,11;19,0
LTU;Λιθουανία;2021-34;91224;4041;66;;;;;3,26;4,43;24,0
LTU;Λιθουανία;2021-35;51838;4770;56;;;;;1,86;9,2;20,0
LTU;Λιθουανία;2021-36;51838;5883;113;;;;;1,86;11,35;40,0
LTU;Λιθουανία;2021-37;147183;7697;125;;;;;5,27;5,23;45,0
LTU;Λιθουανία;2021-38;158572;9166;145;;;;;5,68;5,78;52,0
LTU;Λιθουανία;2021-39;155919;9282;138;;;;;5,58;5,95;49,0
LTU;Λιθουανία;2021-40;154073;13222;170;;;;;5,51;8,58;61,0
LTU;Λιθουανία;2021-41;153953;16179;210;;;;;5,51;10,51;75,0
LTU;Λιθουανία;2021-42;155055;20616;226;;;;;5,55;13,3;81,0
LTU;Λιθουανία;2021-43;152724;21024;239;;;;;5,47;13,77;85,0
LTU;Λιθουανία;2021-44;113298;36188;416;;;;;4,05;31,94;149,0
LTU;Λιθουανία;2021-45;134628;31638;382;;;;;4,82;23,5;137,0
LTU;Λιθουανία;2021-46;137853;24735;324;;;;;4,93;17,94;116,0
LTU;Λιθουανία;2021-47;96783;24266;278;;;;;3,46;25,07;99,0
LTU;Λιθουανία;2021-48;120324;11101;137;;;;;4,31;9,23;49,0
LTU;Λιθουανία;2021-49;115918;11396;141;;;;;4,15;9,83;50,0
LTU;Λιθουανία;2021-50;112958;11216;179;;;;;4,04;9,93;64,0
LTU;Λιθουανία;2021-51;98679;9364;98;;;;;3,53;9,49;35,0
LTU;Λιθουανία;2021-52;96257;12256;79;;;;;3,45;12,73;28,0
LTU;Λιθουανία;2022-01;130626;21782;104;;;;;4,68;16,68;37,0
LTU;Λιθουανία;2022-02;157840;33551;91;;;;;5,65;21,26;33,0
LTU;Λιθουανία;2022-03;166530;39047;68;;;;;5,96;23,45;24,0
LTU;Λιθουανία;2022-04;201515;83101;41;;;;;7,21;41,24;15,0
LTU;Λιθουανία;2022-05;;234377;194;;;;;;;69,0
LTU;Λιθουανία;2022-06;158209;149432;156;;;;;5,66;94,45;56,0
LTU;Λιθουανία;2022-07;111043;53142;42;;;;;3,97;47,86;15,0
LTU;Λιθουανία;2022-08;57057;31546;95;;;;;2,04;55,29;34,0
LTU;Λιθουανία;2022-09;82425;37019;98;;;;;2,95;44,91;35,0
LTU;Λιθουανία;2022-10;76228;29003;52;;;;;2,73;38,05;19,0
LTU;Λιθουανία;2022-11;81990;41523;29;;;;;2,93;50,64;10,0
LTU;Λιθουανία;2022-12;69547;26376;34;;;;;2,49;37,93;12,0
LTU;Λιθουανία;2022-13;59910;18485;22;;;;;2,14;30,85;8,0
LTU;Λιθουανία;2022-14;51378;12277;17;;;;;1,84;23,9;6,0
LTU;Λιθουανία;2022-15;44516;9170;14;;;;;1,59;20,6;5,0
LTU;Λιθουανία;2022-16;38449;6018;8;;;;;1,38;15,65;3,0
LTU;Λιθουανία;2022-17;34797;4316;9;;;;;1,25;12,4;3,0
LTU;Λιθουανία;2022-18;11987;961;1;;;;;0,43;8,02;0,0
LTU;Λιθουανία;2022-19;10411;990;1;;;;;0,37;9,51;0,0
LTU;Λιθουανία;2022-20;9016;886;3;;;;;0,32;9,83;1,0
LTU;Λιθουανία;2022-21;8176;811;2;;;;;0,29;9,92;1,0
LTU;Λιθουανία;2022-22;7087;757;1;;;;;0,25;10,68;0,0
LTU;Λιθουανία;2022-23;6214;936;3;;;;;0,22;15,06;1,0
LTU;Λιθουανία;2022-24;5405;1090;2;;;;;0,19;20,17;1,0
LUX;Λουξεμβούργο;2020-01;;0;0;;;;;;;0,0
LUX;Λουξεμβούργο;2020-02;;0;0;;;;;;;0,0
LUX;Λουξεμβούργο;2020-03;;0;0;;;;;;;0,0
LUX;Λουξεμβούργο;2020-04;;0;0;;;;;;;0,0
LUX;Λουξεμβούργο;2020-05;;0;0;;;;;;;0,0
LUX;Λουξεμβούργο;2020-06;;0;0;;;;;;;0,0
LUX;Λουξεμβούργο;2020-07;;0;0;;;;;;;0,0
LUX;Λουξεμβούργο;2020-08;;0;0;;;;;;;0,0
LUX;Λουξεμβούργο;2020-09;17;1;0;;;;;0;5,88;0,0
LUX;Λουξεμβούργο;2020-10;24;3;0;;;;;0;12,5;0,0
LUX;Λουξεμβούργο;2020-11;534;83;1;;;;;0,09;15,54;2,0
LUX;Λουξεμβούργο;2020-12;4171;682;5;;;;;0,67;16,35;8,0
LUX;Λουξεμβούργο;2020-13;9664;1070;11;;;;;1,54;11,07;17,0
LUX;Λουξεμβούργο;2020-14;7119;627;13;;;;;1,14;8,81;20,0
LUX;Λουξεμβούργο;2020-15;5072;300;26;;;;;0,81;5,91;41,0
LUX;Λουξεμβούργο;2020-16;5007;115;11;1,9728;;0,315094607155799;;0,8;2,3;17,0
LUX;Λουξεμβούργο;2020-17;5660;18;8;0,9864;;0,157547303577899;;0,9;0,32;13,0
LUX;Λουξεμβούργο;2020-18;8652;25;6;;;;;1,38;0,29;9,0
LUX;Λουξεμβούργο;2020-19;7316;3;3;;;;;1,17;0,04;5,0
LUX;Λουξεμβούργο;2020-20;7372;17;5;0,9864;;0,157547303577899;;1,18;0,23;8,0
LUX;Λουξεμβούργο;2020-21;6859;8;1;;;;;1,1;0,12;2,0
LUX;Λουξεμβούργο;2020-22;9891;2;0;;;;;1,58;0,02;0,0
LUX;Λουξεμβούργο;2020-23;10621;13;1;;;;;1,7;0,12;2,0
LUX;Λουξεμβούργο;2020-24;23343;1;1;;;;;3,73;0;2,0
LUX;Λουξεμβούργο;2020-25;34718;42;0;1,9728;;0,315094607155799;;5,55;0,12;0,0
LUX;Λουξεμβούργο;2020-26;28736;126;0;1,9728;;0,315094607155799;;4,59;0,44;0,0
LUX;Λουξεμβούργο;2020-27;56841;249;0;8,8777;;1,41792573220109;;9,08;0,44;0,0
LUX;Λουξεμβούργο;2020-28;59222;340;1;20,7147;;3,30849337513588;;9,46;0,57;2,0
LUX;Λουξεμβούργο;2020-29;79295;562;0;17,7555;;2,83585146440219;;12,66;0,71;0,0
LUX;Λουξεμβούργο;2020-30;65438;576;1;27,6197;;4,41132450018118;;10,45;0,88;2,0
LUX;Λουξεμβούργο;2020-31;54434;435;6;22,6876;;3,62358798229168;;8,69;0,8;9,0
LUX;Λουξεμβούργο;2020-32;43043;299;4;19,7283;;3,15094607155799;;6,87;0,69;6,0
LUX;Λουξεμβούργο;2020-33;32766;203;2;8,8777;;1,41792573220109;;5,23;0,62;3,0
LUX;Λουξεμβούργο;2020-34;36796;279;1;9,8642;;1,57547303577899;;5,88;0,76;2,0
LUX;Λουξεμβούργο;2020-35;37837;299;0;5,9185;;0,945283821467396;;6,04;0,79;0,0
LUX;Λουξεμβούργο;2020-36;47840;289;0;4,9321;;0,787736517889496;;7,64;0,6;0,0
LUX;Λουξεμβούργο;2020-37;50873;283;1;6,9049;;1,10283112504529;;8,13;0,56;2,0
LUX;Λουξεμβούργο;2020-38;40511;667;0;5,9185;;0,945283821467396;;6,47;1,65;0,0
LUX;Λουξεμβούργο;2020-39;36760;460;0;13,8098;;2,20566225009059;;5,87;1,25;0,0
LUX;Λουξεμβούργο;2020-40;38523;549;2;15,7827;;2,52075685724639;;6,15;1,43;3,0
LUX;Λουξεμβούργο;2020-41;39462;798;6;22,6876;;3,62358798229168;;6,3;2,02;9,0
LUX;Λουξεμβούργο;2020-42;47336;1264;0;22,6876;;3,62358798229168;;7,56;2,67;0,0
