Country_Code;Name;Year_Week;Weekly_Tests;Weekly_Cases;Weekly_Deaths;Weekly_Hospitalizations;Weekly_ICUs;New_Hospitalizations_per_100k;New_ICUs_per_100k;Testing_Rate;Positivity_Rate;Deaths_Per_Million
CHE;Ελβετία;2022-02;603972;183229;120;806,739;0,0;9,37411022186279;0;6,93;30,34;14,0
CHE;Ελβετία;2022-03;655880;212878;117;875,8599;0,0;10,1772775650024;0;7,53;32,46;13,0
CHE;Ελβετία;2022-04;708388;251758;98;937,0811;0,0;10,888653755188;0;8,13;35,54;11,0
CHE;Ελβετία;2022-05;577002;233536;102;908,4454;0,0;10,5559129714966;0;6,62;40,47;12,0
CHE;Ελβετία;2022-06;465598;173121;150;784,0279;0,0;9,1102123260498;0;5,34;37,18;17,0
CHE;Ελβετία;2022-07;353562;126460;80;667,5099;0,0;7,75630140304565;0;4,06;35,77;9,0
CHE;Ελβετία;2022-08;298044;101024;64;597,4016;0,0;6,94166040420532;0;3,42;33,9;7,0
CHE;Ελβετία;2022-09;340374;125350;93;790,9399;0,0;9,19052886962891;0;3,91;36,83;11,0
CHE;Ελβετία;2022-10;408378;182190;93;941,0309;0,0;10,934549331665;0;4,69;44,61;11,0
CHE;Ελβετία;2022-11;419064;196195;157;979,5411;0,0;11,3820285797119;0;4,81;46,82;18,0
CHE;Ελβετία;2022-12;322536;150596;84;826,4878;0,0;9,60358619689941;0;3,7;46,69;10,0
CHE;Ελβετία;2022-13;218216;87760;66;687,2587;0,0;7,98577785491943;0;2,5;40,22;8,0
CHE;Ελβετία;2022-14;149108;21380;34;460,1474;0,0;5,34679985046387;0;1,71;14,34;4,0
CHE;Ελβετία;2022-15;129396;39927;40;390,039;0,0;4,53215837478638;0;1,48;30,86;5,0
CHE;Ελβετία;2022-16;96660;28239;29;298,2071;0,0;3,46509337425232;0;1,11;29,21;3,0
CHE;Ελβετία;2022-17;85434;22743;36;205,3876;0,0;2,38655424118042;0;0,98;26,62;4,0
CHE;Ελβετία;2022-18;75910;16628;14;176,7519;0,0;2,05381369590759;0;0,87;21,9;2,0
CHE;Ελβετία;2022-19;67772;12929;55;155,0282;0,0;1,80138957500458;0;0,78;19,08;6,0
CHE;Ελβετία;2022-20;62288;10782;10;113,5557;0,0;1,31948912143707;0;0,71;17,31;1,0
CHE;Ελβετία;2022-21;51332;8117;3;96,7692;0,0;1,12443423271179;0;0,59;15,81;0,0
CHE;Ελβετία;2022-22;51468;6932;10;120,4678;0,0;1,39980590343475;0;0,59;13,47;1,0
CHE;Ελβετία;2022-23;52186;10295;10;150,091;0,0;1,74402046203613;0;0,6;19,73;1,0
CHE;Ελβετία;2022-24;8058;16614;3;;;;;0,09;206,18;0,0
CYP;Κύπρος;2020-01;;0;0;;;;;;;0,0
CYP;Κύπρος;2020-02;;0;0;;;;;;;0,0
CYP;Κύπρος;2020-03;;0;0;;;;;;;0,0
CYP;Κύπρος;2020-04;;0;0;;;;;;;0,0
CYP;Κύπρος;2020-05;;0;0;;;;;;;0,0
CYP;Κύπρος;2020-06;;0;0;;;;;;;0,0
CYP;Κύπρος;2020-07;;0;0;;;;;;;0,0
CYP;Κύπρος;2020-08;;0;0;;;;;;;0,0
CYP;Κύπρος;2020-09;;0;0;;;;;;;0,0
CYP;Κύπρος;2020-10;58;1;0;0,9911;;0,111606270933151;;0,01;1,72;0,0
CYP;Κύπρος;2020-11;;44;0;7,9286;;0,89285016746521;;;;0,0
CYP;Κύπρος;2020-12;235;76;1;22,7946;5,9464;2,56694423146248;0,669637625598907;0,03;32,34;1,0
CYP;Κύπρος;2020-13;382;168;8;52,5267;15,8571;5,91513235945701;1,78570033493042;0,04;43,98;9,0
CYP;Κύπρος;2020-14;357;208;6;36,6696;8,9196;4,1294320245266;1,00445643839836;0,04;58,26;7,0
CYP;Κύπρος;2020-15;382;193;3;19,8214;7,9286;2,23212541866302;0,89285016746521;0,04;50,52;3,0
CYP;Κύπρος;2020-16;492;84;0;10,9018;2,9732;1,22766898026466;0,334818812799454;0,06;17,07;0,0
CYP;Κύπρος;2020-17;14238;54;3;5,9464;1,9821;0,669637625598907;0,223212541866302;1,6;0,38;3,0
CYP;Κύπρος;2020-18;15811;49;1;5,9464;0,9911;0,669637625598907;0,111606270933151;1,78;0,31;1,0
CYP;Κύπρος;2020-19;11904;29;2;5,9464;0,9911;0,669637625598907;0,111606270933151;1,34;0,24;2,0
CYP;Κύπρος;2020-20;11410;14;2;0,9911;;0,111606270933151;;1,28;0,12;2,0
CYP;Κύπρος;2020-21;14137;20;0;0,9911;;0,111606270933151;;1,59;0,14;0,0
CYP;Κύπρος;2020-22;15725;11;0;0,9911;;0,111606270933151;;1,77;0,07;0,0
CYP;Κύπρος;2020-23;14155;22;1;0,9911;;0,111606270933151;;1,59;0,16;1,0
CYP;Κύπρος;2020-24;9812;16;0;0,9911;;0,111606270933151;;1,1;0,16;0,0
CYP;Κύπρος;2020-25;5982;3;2;0,9911;;0,111606270933151;;0,67;0,05;2,0
CYP;Κύπρος;2020-26;8069;8;0;1,9821;;0,223212541866302;;0,91;0,1;0,0
CYP;Κύπρος;2020-27;9515;8;0;;;;;1,07;0,08;0,0
CYP;Κύπρος;2020-28;9471;18;0;;;;;1,07;0,19;0,0
CYP;Κύπρος;2020-29;10103;16;0;0,9911;;0,111606270933151;;1,14;0,16;0,0
CYP;Κύπρος;2020-30;10703;23;0;0,9911;;0,111606270933151;;1,21;0,21;0,0
CYP;Κύπρος;2020-31;15404;107;1;7,9286;0,9911;0,89285016746521;0,111606270933151;1,73;0,69;1,0
CYP;Κύπρος;2020-32;22959;83;0;3,9643;0,9911;0,446425083732605;0,111606270933151;2,59;0,36;0,0
CYP;Κύπρος;2020-33;23053;102;0;1,9821;;0,223212541866302;;2,6;0,44;0,0
CYP;Κύπρος;2020-34;24751;79;0;3,9643;0,9911;0,446425083732605;0,111606270933151;2,79;0,32;0,0
CYP;Κύπρος;2020-35;20858;58;0;4,9553;;0,558031354665756;;2,35;0,28;0,0
CYP;Κύπρος;2020-36;16347;22;1;0,9911;;0,111606270933151;;1,84;0,13;1,0
CYP;Κύπρος;2020-37;17787;23;1;1,9821;0,9911;0,223212541866302;0,111606270933151;2;0,13;1,0
CYP;Κύπρος;2020-38;17670;79;0;5,9464;;0,669637625598907;;1,99;0,45;0,0
CYP;Κύπρος;2020-39;21128;110;0;14,866;1,9821;1,67409406399727;0,223212541866302;2,38;0,52;0,0
CYP;Κύπρος;2020-40;19817;135;0;3,9643;2,9732;0,446425083732605;0,334818812799454;2,23;0,68;0,0
CYP;Κύπρος;2020-41;21166;208;3;6,9375;;0,781243896532058;;2,38;0,98;3,0
CYP;Κύπρος;2020-42;;657;0;28,741;0,9911;3,23658185706139;0,111606270933151;;;0,0
CYP;Κύπρος;2020-43;26361;978;0;32,7053;3,9643;3,68300694079399;0,446425083732605;2,97;3,71;0,0
CYP;Κύπρος;2020-44;22619;1106;1;39,6428;2,9732;4,46425083732605;0,334818812799454;2,55;4,89;1,0
CYP;Κύπρος;2020-45;26836;1324;2;63,4284;5,9464;7,14280133972168;0,669637625598907;3,02;4,93;2,0
CYP;Κύπρος;2020-46;25277;1237;15;59,4642;12,8839;6,69637625598907;1,45088152213097;2,85;4,89;17,0
CYP;Κύπρος;2020-47;81366;1716;8;71,357;5,9464;8,03565150718689;0,669637625598907;9,16;2,11;9,0
CYP;Κύπρος;2020-48;79425;1702;10;82,2587;7,9286;9,26332048745155;0,89285016746521;8,94;2,14;11,0
CYP;Κύπρος;2020-49;57242;2557;22;75,3213;9,9107;8,48207659091949;1,11606270933151;6,45;4,47;25,0
CYP;Κύπρος;2020-50;61357;2605;17;78,2945;6,9375;8,81689540371894;0,781243896532058;6,91;4,25;19,0
CYP;Κύπρος;2020-51;59608;2467;19;104,0623;14,866;11,7186584479809;1,67409406399727;6,71;4,14;21,0
CYP;Κύπρος;2020-52;52370;2280;18;101,0891;20,8125;11,3838396351814;2,34373168959617;5,9;4,35;20,0
CYP;Κύπρος;2020-53;62897;3834;23;122,8926;11,8928;13,8391775957108;1,33927525119781;7,08;6,1;26,0
CYP;Κύπρος;2021-01;78455;3104;25;135,7765;21,8035;15,2900591178417;2,45533796052933;8,83;3,96;28,0
CYP;Κύπρος;2021-02;63803;1571;24;115,9551;26,7589;13,0579336991787;3,01336931519508;7,18;2,46;27,0
CYP;Κύπρος;2021-03;52141;943;17;94,1516;15,8571;10,6025957386494;1,78570033493042;5,87;1,81;19,0
CYP;Κύπρος;2021-04;103139;798;18;69,3748;8,9196;7,81243896532058;1,00445643839836;11,61;0,77;20,0
CYP;Κύπρος;2021-05;226847;810;20;69,3748;6,9375;7,81243896532058;0,781243896532058;25,55;0,36;22,0
CYP;Κύπρος;2021-06;226921;701;14;53,5177;10,9018;6,02673863039016;1,22766898026466;25,55;0,31;16,0
CYP;Κύπρος;2021-07;214857;704;9;65,4106;9,9107;7,36601388158798;1,11606270933151;24,2;0,33;10,0
CYP;Κύπρος;2021-08;256889;1347;2;59,4642;2,9732;6,69637625598907;0,334818812799454;28,93;0,52;2,0
CYP;Κύπρος;2021-09;290194;1912;3;106,0444;8,9196;11,9418709898472;1,00445643839836;32,68;0,66;3,0
CYP;Κύπρος;2021-10;319209;2683;8;176,4103;23,7857;19,8659162261009;2,67855050239563;35,95;0,84;9,0
CYP;Κύπρος;2021-11;327911;2541;4;165,5086;17,8392;18,6382472458363;2,00891287679672;36,93;0,77;4,0
CYP;Κύπρος;2021-12;304447;2298;11;144,6961;23,7857;16,2945155562401;2,67855050239563;34,28;0,75;12,0
CYP;Κύπρος;2021-13;363713;3093;15;149,6515;20,8125;16,8525469109058;2,34373168959617;40,96;0,85;17,0
CYP;Κύπρος;2021-14;376131;3757;16;174,4282;23,7857;19,6427036842346;2,67855050239563;42,36;1;18,0
CYP;Κύπρος;2021-15;405916;4789;21;202,1781;26,7589;22,7676792703628;3,01336931519508;45,71;1,18;23,0
CYP;Κύπρος;2021-16;422400;5870;13;246,7762;23,7857;27,7899614623547;2,67855050239563;47,57;1,39;15,0
CYP;Κύπρος;2021-17;236995;4037;19;224,9727;21,8035;25,3346235018253;2,45533796052933;26,69;1,7;21,0
CYP;Κύπρος;2021-18;300554;3137;21;184,3389;17,8392;20,7587663935661;2,00891287679672;33,85;1,04;23,0
CYP;Κύπρος;2021-19;385548;1540;13;110,0087;15,8571;12,3882960735798;1,78570033493042;43,42;0,4;15,0
CYP;Κύπρος;2021-20;302785;862;12;66,4016;12,8839;7,47762015252113;1,45088152213097;34,1;0,28;13,0
CYP;Κύπρος;2021-21;274694;518;6;34,6874;4,9553;3,90621948266029;0,558031354665756;30,93;0,19;7,0
CYP;Κύπρος;2021-22;262562;398;9;21,8035;0,9911;2,45533796052933;0,111606270933151;29,57;0,15;10,0
CYP;Κύπρος;2021-23;233130;422;9;20,8125;5,9464;2,34373168959617;0,669637625598907;26,25;0,18;10,0
CYP;Κύπρος;2021-24;201597;492;2;34,6874;7,9286;3,90621948266029;0,89285016746521;22,7;0,24;2,0
CYP;Κύπρος;2021-25;253702;1275;1;32,7053;1,9821;3,68300694079399;0,223212541866302;28,57;0,5;1,0
CYP;Κύπρος;2021-26;264007;3619;2;76,3123;10,9018;8,59368286185264;1,22766898026466;29,73;1,37;2,0
CYP;Κύπρος;2021-27;393857;6973;1;129,8301;9,9107;14,6204214922428;1,11606270933151;44,35;1,77;1,0
CYP;Κύπρος;2021-28;504666;8235;11;199,2049;21,8035;22,4328604575634;2,45533796052933;56,83;1,63;12,0
CYP;Κύπρος;2021-29;525868;7137;18;231,9102;25,7678;26,1158673983574;2,90176304426193;59,22;1,36;20,0
CYP;Κύπρος;2021-30;408184;4952;28;228,937;30,7231;25,7810485855579;3,45979439892769;45,97;1,21;31,0
CYP;Κύπρος;2021-31;329652;3515;22;201,1871;30,7231;22,6560729994297;3,45979439892769;37,12;1,07;25,0
CYP;Κύπρος;2021-32;332594;2728;23;146,6783;30,7231;16,5177280981064;3,45979439892769;37,45;0,82;26,0
CYP;Κύπρος;2021-33;312549;2303;27;123,8837;18,8303;13,9507838666439;2,12051914772987;35,2;0,74;30,0
CYP;Κύπρος;2021-34;291094;1780;20;91,1784;10,9018;10,2677769258499;1,22766898026466;32,78;0,61;22,0
CYP;Κύπρος;2021-35;348500;1481;16;91,1784;8,9196;10,2677769258499;1,00445643839836;39,25;0,42;18,0
CYP;Κύπρος;2021-36;357863;1030;14;72,3481;13,875;8,14725777812004;1,56248779306412;40,3;0,29;16,0
CYP;Κύπρος;2021-37;378787;859;10;54,5088;12,8839;6,13834490132332;1,45088152213097;42,66;0,23;11,0
CYP;Κύπρος;2021-38;373501;693;5;39,6428;14,866;4,46425083732605;1,67409406399727;42,06;0,19;6,0
CYP;Κύπρος;2021-39;325917;634;4;31,7142;4,9553;3,57140066986084;0,558031354665756;36,7;0,19;4,0
CYP;Κύπρος;2021-40;359760;739;7;29,7321;3,9643;3,34818812799454;0,446425083732605;40,51;0,21;8,0
CYP;Κύπρος;2021-41;356874;895;5;36,6696;5,9464;4,1294320245266;0,669637625598907;40,19;0,25;6,0
CYP;Κύπρος;2021-42;352757;924;6;35,6785;6,9375;4,01782575359344;0,781243896532058;39,72;0,26;7,0
CYP;Κύπρος;2021-43;337104;1042;5;44,5981;8,9196;5,0222821919918;1,00445643839836;37,96;0,31;6,0
CYP;Κύπρος;2021-44;365321;1411;2;38,6517;4,9553;4,3526445663929;0,558031354665756;41,14;0,39;2,0
CYP;Κύπρος;2021-45;380757;1695;2;58,4731;11,8928;6,58476998505592;1,33927525119781;42,88;0,45;2,0
CYP;Κύπρος;2021-46;385756;2391;2;67,3927;9,9107;7,58922642345428;1,11606270933151;43,44;0,62;2,0
CYP;Κύπρος;2021-47;303561;3034;5;73,3391;12,8839;8,25886404905319;1,45088152213097;34,18;1;6,0
CYP;Κύπρος;2021-48;382352;3535;9;82,2587;16,8482;9,26332048745155;1,89730660586357;43,06;0,92;10,0
CYP;Κύπρος;2021-49;557507;3948;9;106,0444;16,8482;11,9418709898472;1,89730660586357;62,78;0,71;10,0
CYP;Κύπρος;2021-50;378170;4267;11;121,9015;21,8035;13,7275713247776;2,45533796052933;42,59;1,13;12,0
CYP;Κύπρος;2021-51;386906;5772;11;105,0533;19,8214;11,830264718914;2,23212541866302;43,57;1,49;12,0
CYP;Κύπρος;2021-52;548656;21630;16;134,7854;19,8214;15,1784528469086;2,23212541866302;61,79;3,94;18,0
CYP;Κύπρος;2022-01;594984;30963;22;205,1513;20,8125;23,1024980831623;2,34373168959617;67;5,2;25,0
CYP;Κύπρος;2022-02;467230;19993;22;203,1692;30,7231;22,879285541296;3,45979439892769;52,62;4,28;25,0
CYP;Κύπρος;2022-03;394379;14898;21;166,4996;21,8035;18,7498535167694;2,45533796052933;44,41;3,78;23,0
CYP;Κύπρος;2022-04;370422;16860;22;147,6693;13,875;16,6293343690395;1,56248779306412;41,71;4,55;25,0
CYP;Κύπρος;2022-05;379970;19597;22;162,5354;15,8571;18,3034284330368;1,78570033493042;42,79;5,16;25,0
CYP;Κύπρος;2022-06;366707;17819;26;142,714;14,866;16,0713030143738;1,67409406399727;41,3;4,86;29,0
CYP;Κύπρος;2022-07;356390;15624;31;146,6783;13,875;16,5177280981064;1,56248779306412;40,13;4,38;35,0
CYP;Κύπρος;2022-08;387067;13315;25;113,973;8,9196;12,8347211573124;1,00445643839836;43,59;3,44;28,0
CYP;Κύπρος;2022-09;352331;13623;22;110,9998;8,9196;12,4999023445129;1,00445643839836;39,68;3,87;25,0
CYP;Κύπρος;2022-10;305708;19380;24;99,1069;10,9018;11,1606270933151;1,22766898026466;34,43;6,34;27,0
CYP;Κύπρος;2022-11;292565;25190;9;161,5443;11,8928;18,1918221621036;1,33927525119781;32,95;8,61;10,0
CYP;Κύπρος;2022-12;282706;32157;17;177,4014;5,9464;19,9775224970341;0,669637625598907;31,84;11,37;19,0
CYP;Κύπρος;2022-13;278601;29043;26;180,3746;12,8839;20,3123413098335;1,45088152213097;31,37;10,42;29,0
CYP;Κύπρος;2022-14;250143;16844;24;158,5711;9,9107;17,8570033493042;1,11606270933151;28,17;6,73;27,0
CYP;Κύπρος;2022-15;188337;8382;25;89,1962;5,9464;10,0445643839836;0,669637625598907;21,21;4,45;28,0
CYP;Κύπρος;2022-16;92735;4426;17;59,4642;6,9375;6,69637625598907;0,781243896532058;10,44;4,77;19,0
CYP;Κύπρος;2022-17;144140;4671;16;53,5177;5,9464;6,02673863039016;0,669637625598907;16,23;3,24;18,0
CYP;Κύπρος;2022-18;130241;7365;20;60,4552;1,9821;6,80798252692222;0,223212541866302;14,67;5,65;22,0
CYP;Κύπρος;2022-19;94855;6190;16;50,5445;0,9911;5,69191981759071;0,111606270933151;10,68;6,53;18,0
CYP;Κύπρος;2022-20;90094;5470;15;55,4999;2,9732;6,24995117225647;0,334818812799454;10,15;6,07;17,0
CYP;Κύπρος;2022-21;70898;4752;7;39,6428;0,9911;4,46425083732605;0,111606270933151;7,98;6,7;8,0
CYP;Κύπρος;2022-22;62144;;;33,6964;;3,79461321172714;;7;0;0,0
CYP;Κύπρος;2022-23;56417;4531;0;24,7767;;2,79015677332878;;6,35;8,03;0,0
CYP;Κύπρος;2022-24;58675;4341;1;25,7678;;2,90176304426193;;6,61;7,4;1,0
CZE;Τσεχία;2020-01;;0;0;;;;;;;0,0
CZE;Τσεχία;2020-02;;0;0;;;;;;;0,0
CZE;Τσεχία;2020-03;;0;0;;;;;;;0,0
CZE;Τσεχία;2020-04;;0;0;;;;;;;0,0
CZE;Τσεχία;2020-05;43;0;0;;;;;0;0;0,0
CZE;Τσεχία;2020-06;21;0;0;;;;;0;0;0,0
CZE;Τσεχία;2020-07;14;0;0;;;;;0;0;0,0
CZE;Τσεχία;2020-08;8;0;0;;;;;0;0;0,0
CZE;Τσεχία;2020-09;125;3;0;;;;;0;2,4;0,0
CZE;Τσεχία;2020-10;717;30;0;;;;;0,01;4,18;0,0
CZE;Τσεχία;2020-11;4284;266;0;7,9941;;0,0747539403970014;;0,04;6,21;0,0
CZE;Τσεχία;2020-12;12432;866;1;114,9158;28,9788;1,0745878932069;0,27098303393913;0,12;6,97;0,0
CZE;Τσεχία;2020-13;26524;1661;22;259,8096;64,9524;2,42950306290254;0,607375765725636;0,25;6,26;2,0
CZE;Τσεχία;2020-14;42642;1773;51;247,8184;69,9487;2,31737215230704;0,654096978473762;0,4;4,16;5,0
CZE;Τσεχία;2020-15;45100;1405;72;225,8345;63,9531;2,11179881621529;0,598031523176011;0,42;3,12;7,0
CZE;Τσεχία;2020-16;44165;755;43;134,9011;37,9722;1,2614727441994;0,355081216885756;0,41;1,71;4,0
CZE;Τσεχία;2020-17;46583;658;35;156,885;43,9678;1,46704608029115;0,411146672183508;0,44;1,41;3,0
CZE;Τσεχία;2020-18;43476;379;30;76,9436;12,9905;0,719506676321138;0,121475153145127;0,41;0,87;3,0
CZE;Τσεχία;2020-19;45140;344;26;68,9495;17,9868;0,644752735924137;0,168196365893253;0,42;0,76;2,0
CZE;Τσεχία;2020-20;45693;359;17;40,97;12,9905;0,383113944534632;0,121475153145127;0,43;0,79;2,0
CZE;Τσεχία;2020-21;47258;486;17;40,97;5,9956;0,383113944534632;0,056065455297751;0,44;1,03;2,0
CZE;Τσεχία;2020-22;39410;318;4;32,9758;3,9971;0,308360004137631;0,0373769701985007;0,37;0,81;0,0
CZE;Τσεχία;2020-23;30973;367;8;31,9766;6,9949;0,299015761588005;0,0654096978473762;0,29;1,18;1,0
CZE;Τσεχία;2020-24;23542;399;5;33,9751;6,9949;0,317704246687256;0,0654096978473762;0,22;1,69;0,0
CZE;Τσεχία;2020-25;22721;475;8;47,9648;4,9963;0,448523642382008;0,0467212127481259;0,21;2,09;1,0
CZE;Τσεχία;2020-26;26321;1106;7;38,9714;7,9941;0,364425459435382;0,0747539403970014;0,25;4,2;1,0
CZE;Τσεχία;2020-27;26475;910;6;41,9692;10,9919;0,392458187084257;0,102786668045877;0,25;3,44;1,0
CZE;Τσεχία;2020-28;25402;656;3;39,9707;10,9919;0,373769701985007;0,102786668045877;0,24;2,58;0,0
CZE;Τσεχία;2020-29;27541;771;6;45,9663;5,9956;0,429835157282758;0,056065455297751;0,26;2,8;1,0
CZE;Τσεχία;2020-30;35399;1375;11;62,9539;5,9956;0,588687280626386;0,056065455297751;0,33;3,88;1,0
CZE;Τσεχία;2020-31;45156;1454;14;83,9385;8,9934;0,784916374168514;0,0840981829466265;0,42;3,22;1,0
CZE;Τσεχία;2020-32;48112;1567;7;73,9458;16,9875;0,691473948672263;0,158852123343628;0,45;3,26;1,0
CZE;Τσεχία;2020-33;46601;1657;9;89,9341;12,9905;0,840981829466265;0,121475153145127;0,44;3,56;1,0
CZE;Τσεχία;2020-34;48069;1907;16;105,9224;21,9839;0,990489710260268;0,205573336091754;0,45;3,97;1,0
CZE;Τσεχία;2020-35;55606;2449;8;119,9121;30,9773;1,12130910595502;0,28967151903838;0,52;4,4;1,0
CZE;Τσεχία;2020-36;69518;3784;17;186,863;41,9692;1,74737335677991;0,392458187084257;0,65;5,44;2,0
CZE;Τσεχία;2020-37;99363;8033;29;291,7861;55,959;2,72851882449055;0,52327758277901;0,93;8,08;3,0
CZE;Τσεχία;2020-38;129530;13099;56;560,5891;118,9128;5,24212007033972;1,11196486340539;1,21;10,11;5,0
CZE;Τσεχία;2020-39;136406;15306;99;855,3731;183,8652;7,99867162247915;1,71934062913103;1,28;11,22;9,0
CZE;Τσεχία;2020-40;122170;17864;146;1228,0999;279,7949;11,4840740934893;2,61638791389505;1,14;14,62;14,0
CZE;Τσεχία;2020-41;147316;34665;301;2199,388;468,6565;20,566677851725;4,3824497557742;1,38;23,53;28,0
CZE;Τσεχία;2020-42;208593;56775;496;3596,3641;626,5408;33,629928936101;5,85884007861498;1,95;27,22;46,0
CZE;Τσεχία;2020-43;269470;84210;899;5614,8846;920,3255;52,5052988863438;8,60604738820478;2,52;31,25;84,0
CZE;Τσεχία;2020-44;269556;83550;1359;6765,0416;1126,1746;63,2605220609624;10,5309613534276;2,52;31;127,0
CZE;Τσεχία;2020-45;248150;73172;1534;6117,5162;1068,2171;57,2054528888053;9,98899528554931;2,32;29,49;143,0
CZE;Τσεχία;2020-46;241106;45344;1277;4917,3959;826,3943;45,9830175867055;7,72768858854002;2,25;18,81;119,0
CZE;Τσεχία;2020-47;218645;32156;976;3689,296;717,4741;34,4989434932161;6,70916615063087;2,04;14,71;91,0
CZE;Τσεχία;2020-48;241188;27421;868;3306,5765;568,5833;30,9200985967097;5,31687401073672;2,26;11,37;81,0
CZE;Τσεχία;2020-49;233187;27109;756;3189,6622;525,6148;29,8268222184035;4,91507158110284;2,18;11,63;71,0
CZE;Τσεχία;2020-50;231174;34259;697;3370,5296;611,5518;31,5181301198857;5,7186764403706;2,16;14,82;65,0
CZE;Τσεχία;2020-51;319669;46543;767;3514,4241;626,5408;32,8637010470317;5,85884007861498;2,99;14,56;72,0
CZE;Τσεχία;2020-52;320361;46905;771;3931,1187;724,469;36,7602501902254;6,77457584847825;3;14,64;72,0
CZE;Τσεχία;2020-53;325810;72541;987;5621,8795;947,3057;52,5707085841912;8,85834193704466;3,05;22,26;92,0
CZE;Τσεχία;2021-01;436171;88963;1228;6251,4181;1035,2412;58,4575813904551;9,68063528141168;4,08;20,4;115,0
CZE;Τσεχία;2021-02;373168;56497;1164;5036,3087;969,2896;47,0949824501109;9,06391527313642;3,49;15,14;109,0
CZE;Τσεχία;2021-03;330293;48223;1041;4456,7335;854,3738;41,6753217713283;7,98932737992952;3,09;14,6;97,0
CZE;Τσεχία;2021-04;361908;47437;976;4143,9627;826,3943;38,7505738532956;7,72768858854002;3,38;13,11;91,0
CZE;Τσεχία;2021-05;397232;50109;920;4377,7913;928,3196;40,9371266099079;8,68080132860178;3,71;12,61;86,0
CZE;Τσεχία;2021-06;414892;53555;946;4426,7555;965,2925;41,3949944948395;9,02653830293791;3,88;12,91;88,0
CZE;Τσεχία;2021-07;489133;66344;1091;5169,2113;1114,1834;48,337766709211;10,4188304428321;4,57;13,56;102,0
CZE;Τσεχία;2021-08;594364;82987;1206;6138,5009;1255,0801;57,4016819823474;11,7363686423292;5,56;13,96;113,0
CZE;Τσεχία;2021-09;736960;85393;1415;6664,1156;1473,9197;62,3167535634503;13,7827577606971;6,89;11,59;132,0
CZE;Τσεχία;2021-10;1187122;77261;1545;6657,1207;1463,927;62,2513438656029;13,6893153352009;11,1;6,51;144,0
CZE;Τσεχία;2021-11;1272257;65080;1421;5967,6261;1320,0325;55,8038165063615;12,3437444080549;11,9;5,12;133,0
CZE;Τσεχία;2021-12;1294060;49506;1202;5237,1615;1180,135;48,9731752025855;11,0355504511073;12,1;3,83;112,0
CZE;Τσεχία;2021-13;1208144;37063;1033;4385,7855;947,3057;41,0118805503049;8,85834193704466;11,3;3,07;97,0
CZE;Τσεχία;2021-14;1306628;27425;791;3577,378;785,4243;33,4523883276581;7,34457464400538;12,22;2,1;74,0
CZE;Τσεχία;2021-15;1346087;21559;569;2578,1104;616,5481;24,1081457780329;5,76539765311873;12,59;1,6;53,0
CZE;Τσεχία;2021-16;1352908;17508;420;2104,4576;483,6455;19,6789748095106;4,52261339401858;12,65;1,29;39,0
CZE;Τσεχία;2021-17;1373099;14439;334;1624,8091;362,7341;15,1937383856905;3,39196004551394;12,84;1,05;31,0
CZE;Τσεχία;2021-18;1446199;10861;256;1272,0677;277,7964;11,8952207656728;2,5976994287958;13,52;0,75;24,0
CZE;Τσεχία;2021-19;1448255;7657;167;882,3533;205,8491;8,25096617131903;1,92491396522279;13,54;0,53;16,0
CZE;Τσεχία;2021-20;1599487;5020;106;556,5921;128,9055;5,20474310014122;1,20540728890165;14,96;0,31;10,0
CZE;Τσεχία;2021-21;1410350;3211;57;350,7429;65,9517;3,27982913491844;0,616720008275261;13,19;0,23;5,0
CZE;Τσεχία;2021-22;1294763;2360;37;223,8359;44,967;2,09311033111604;0,420490914733133;12,11;0,18;3,0
CZE;Τσεχία;2021-23;1116542;1429;27;114,9158;23,9824;1,0745878932069;0,224261821191004;10,44;0,13;3,0
CZE;Τσεχία;2021-24;1074015;943;13;86,9363;16,9875;0,81294910181739;0,158852123343628;10,04;0,09;1,0
CZE;Τσεχία;2021-25;934539;698;11;44,967;6,9949;0,420490914733133;0,0654096978473762;8,74;0,07;1,0
CZE;Τσεχία;2021-26;883038;1017;7;37,9722;10,9919;0,355081216885756;0,102786668045877;8,26;0,12;1,0
CZE;Τσεχία;2021-27;537973;1362;3;32,9758;6,9949;0,308360004137631;0,0654096978473762;5,03;0,25;0,0
CZE;Τσεχία;2021-28;725863;1611;3;37,9722;11,9912;0,355081216885756;0,112130910595502;6,79;0,22;0,0
CZE;Τσεχία;2021-29;722441;1353;3;52,9612;13,9897;0,495244855130134;0,130819395694752;6,76;0,19;0,0
CZE;Τσεχία;2021-30;755195;1191;4;52,9612;11,9912;0,495244855130134;0,112130910595502;7,06;0,16;0,0
CZE;Τσεχία;2021-31;731800;1203;4;51,9619;13,9897;0,485900612580509;0,130819395694752;6,84;0,16;0,0
CZE;Τσεχία;2021-32;742763;1283;5;52,9612;13,9897;0,495244855130134;0,130819395694752;6,95;0,17;0,0
CZE;Τσεχία;2021-33;673918;1302;9;67,9502;21,9839;0,635408493374512;0,205573336091754;6,3;0,19;1,0
CZE;Τσεχία;2021-34;564156;1320;8;57,9575;10,9919;0,54196606787826;0,102786668045877;5,28;0,23;1,0
CZE;Τσεχία;2021-35;561579;1757;2;77,9429;16,9875;0,728850918870763;0,158852123343628;5,25;0,31;0,0
CZE;Τσεχία;2021-36;526801;2608;6;114,9158;23,9824;1,0745878932069;0,224261821191004;4,93;0,5;1,0
